1335277203989	529.5	-54.5	0	
1335277204005	529.5	-54.5	0	
1335277204020	529.5	-54.5	0	
1335277204036	529.5	-54.5	0	
1335277204052	529.5	-54.5	0	
1335277204067	529.5	-54.5	0	
1335277204085	529.5	-54.5	0	
1335277204100	529.5	-54.5	0	
1335277204116	529.5	-54.5	0	
1335277204132	529.5	-54.5	0	
1335277204147	529.5	-54.5	0	
1335277204162	529.5	-54.5	0	
1335277204177	529.5	-54.5	0	
1335277204195	529.5	-54.5	0	
1335277204207	529.5	-54.5	0	
1335277204228	529.5	-54.5	0	
1335277204242	529.5	-54.5	0	
1335277204256	529.5	-54.5	0	
1335277204272	529.5	-54.5	0	
1335277204288	529.5	-54.5	0	
1335277204306	529.5	-54.5	0	
1335277204324	529.5	-54.5	0	
1335277204333	529.5	-54.5	0	
1335277204353	529.5	-54.5	0	
1335277204363	529.5	-54.5	0	
1335277204385	529.5	-54.5	0	
1335277204396	529.5	-54.5	0	
1335277204418	529.5	-54.5	0	
1335277204430	529.5	-54.5	0	
1335277204442	529.5	-54.5	0	
1335277204468	529.5	-54.5	0	
1335277204481	529.5	-54.5	0	
1335277204494	529.5	-54.5	0	
1335277204508	529.5	-54.5	0	
1335277204522	529.5	-54.5	0	
1335277204537	529.5	-54.5	0	
1335277204552	529.5	-54.5	0	
1335277204567	529.5	-54.5	0	
1335277204583	529.5	-54.5	0	
1335277204613	529.5	-54.5	0	
1335277204629	529.5	-54.5	0	
1335277204644	529.5	-54.5	0	
1335277204660	529.5	-54.5	0	
1335277204676	529.5	-54.5	0	
1335277204691	529.5	-54.5	0	
1335277204709	529.5	-54.5	0	
1335277204724	529.5	-54.5	0	
1335277204740	529.5	-54.5	0	
1335277204756	529.5	-54.5	0	
1335277204771	529.5	-54.5	0	
1335277204786	529.5	-54.5	0	
1335277204801	529.5	-54.5	0	
1335277204819	529.5	-54.5	0	
1335277204831	529.5	-54.5	0	
1335277204852	529.5	-54.5	0	
1335277204866	529.5	-54.5	0	
1335277204880	529.5	-54.5	0	
1335277204896	529.5	-54.5	0	
1335277204912	529.5	-54.5	0	
1335277204930	529.5	-54.5	0	
1335277204948	529.5	-54.5	0	
1335277204957	529.5	-54.5	0	
1335277204973	529.5	-54.5	0	
1335277204993	529.5	-54.5	0	
1335277205004	529.5	-54.5	0	
1335277205026	529.5	-54.5	0	
1335277205037	529.5	-54.5	0	
1335277205061	529.5	-54.5	0	
1335277205073	529.5	-54.5	0	
1335277205086	529.5	-54.5	0	
1335277205099	529.5	-54.5	0	
1335277205112	529.5	-54.5	0	
1335277205140	529.5	-54.5	0	
1335277205154	529.5	-54.5	0	
1335277205169	529.5	-54.5	0	
1335277205184	529.5	-54.5	0	
1335277205199	529.5	-54.5	0	
1335277205215	529.5	-54.5	0	
1335277205237	529.5	-54.5	0	
1335277205253	529.5	-54.5	0	
1335277205268	529.5	-54.5	0	
1335277205284	529.5	-54.5	0	
1335277205300	529.5	-54.5	0	
1335277205315	529.5	-54.5	0	
1335277205333	529.5	-54.5	0	
1335277205348	529.5	-54.5	0	
1335277205364	529.5	-54.5	0	
1335277205380	529.5	-54.5	0	
1335277205395	529.5	-54.5	0	
1335277205410	529.5	-54.5	0	
1335277205425	529.5	-54.5	0	
1335277205443	529.5	-54.5	0	
1335277205455	529.5	-54.5	0	
1335277205476	529.5	-54.5	0	
1335277205490	529.5	-54.5	0	
1335277205504	529.5	-54.5	0	
1335277205520	529.5	-54.5	0	
1335277205536	529.5	-54.5	0	
1335277205554	529.5	-54.5	0	
1335277205572	529.5	-54.5	0	
1335277205581	529.5	-54.5	0	
1335277205601	529.5	-54.5	0	
1335277205611	529.5	-54.5	0	
1335277205633	529.5	-54.5	0	
1335277205644	529.5	-54.5	0	
1335277205666	529.5	-54.5	0	
1335277205678	529.5	-54.5	0	
1335277205690	529.5	-54.5	0	
1335277205716	529.5	-54.5	0	
1335277205729	529.5	-54.5	0	
1335277205742	529.5	-54.5	0	
1335277205756	529.5	-54.5	0	
1335277205770	529.5	-54.5	0	
1335277205785	529.5	-54.5	0	
1335277205800	529.5	-54.5	0	
1335277205815	529.5	-54.5	0	
1335277205831	529.5	-54.5	0	
1335277205861	529.5	-54.5	0	
1335277205877	529.5	-54.5	0	
1335277205892	529.5	-54.5	0	
1335277205908	529.5	-54.5	0	
1335277205924	529.5	-54.5	0	
1335277205939	529.5	-54.5	0	
1335277205957	529.5	-54.5	0	
1335277205972	529.5	-54.5	0	
1335277205987	529.5	-54.5	0	
1335277206003	529.5	-54.5	0	
1335277206018	529.5	-54.5	0	
1335277206033	529.5	-54.5	0	
1335277206048	529.5	-54.5	0	
1335277206066	529.5	-54.5	0	
1335277206084	529.5	-54.5	0	
1335277206098	529.5	-54.5	0	
1335277206113	529.5	-54.5	0	
1335277206127	529.5	-54.5	0	
1335277206143	529.5	-54.5	0	
1335277206159	529.5	-54.5	0	
1335277206175	529.5	-54.5	0	
1335277206193	529.5	-54.5	0	
1335277206211	529.5	-54.5	0	
1335277206221	529.5	-54.5	0	
1335277206236	529.5	-54.5	0	
1335277206258	529.5	-54.5	0	
1335277206269	529.5	-54.5	0	
1335277206291	529.5	-54.5	0	
1335277206300	529.5	-54.5	0	
1335277206315	529.5	-54.5	0	
1335277206341	529.5	-54.5	0	
1335277206354	529.5	-54.5	0	
1335277206360	529.5	-54.5	0	
1335277206388	529.5	-54.5	0	
1335277206402	529.5	-54.5	0	
1335277206417	529.5	-54.5	0	
1335277206423	529.5	-54.5	0	
1335277206438	529.5	-54.5	0	
1335277206454	529.5	-54.5	0	
1335277206485	529.5	-54.5	0	
1335277206501	529.5	-54.5	0	
1335277206516	529.5	-54.5	0	
1335277206532	529.5	-54.5	0	
1335277206548	529.5	-54.5	0	
1335277206563	529.5	-54.5	0	
1335277206581	529.5	-54.5	0	
1335277206596	529.5	-54.5	0	
1335277206611	529.5	-54.5	0	
1335277206627	529.5	-54.5	0	
1335277206642	529.5	-54.5	0	
1335277206657	529.5	-54.5	0	
1335277206672	529.5	-54.5	0	
1335277206690	529.5	-54.5	0	
1335277206708	529.5	-54.5	0	
1335277206722	529.5	-54.5	0	
1335277206737	529.5	-54.5	0	
1335277206751	529.5	-54.5	0	
1335277206767	529.5	-54.5	0	
1335277206783	529.5	-54.5	0	
1335277206799	529.5	-54.5	0	
1335277206817	529.5	-54.5	0	
1335277206835	529.5	-54.5	0	
1335277206845	529.5	-54.5	0	
1335277206860	529.5	-54.5	0	
1335277206882	529.5	-54.5	0	
1335277206893	529.5	-54.5	0	
1335277206915	529.5	-54.5	0	
1335277206924	529.5	-54.5	0	
1335277206948	529.5	-54.5	0	
1335277206961	529.5	-54.5	0	
1335277206974	529.5	-54.5	0	
1335277206986	529.5	-54.5	0	
1335277207000	529.5	-54.5	0	
1335277207028	529.5	-54.5	0	
1335277207043	529.5	-54.5	0	
1335277207049	529.5	-54.5	0	
1335277207064	529.5	-54.5	0	
1335277207080	529.5	-54.5	0	
1335277207109	529.5	-54.5	0	
1335277207125	529.5	-54.5	0	
1335277207140	529.5	-54.5	0	
1335277207156	529.5	-54.5	0	
1335277207172	529.5	-54.5	0	
1335277207187	529.5	-54.5	0	
1335277207205	529.5	-54.5	0	
1335277207220	529.5	-54.5	0	
1335277207235	529.5	-54.5	0	
1335277207251	529.5	-54.5	0	
1335277207266	529.5	-54.5	0	
1335277207281	529.5	-54.5	0	
1335277207296	529.5	-54.5	0	
1335277207314	529.5	-54.5	0	
1335277207332	529.5	-54.5	0	
1335277207346	529.5	-54.5	0	
1335277207361	529.5	-54.5	0	
1335277207375	529.5	-54.5	0	
1335277207391	529.5	-54.5	0	
1335277207407	529.5	-54.5	0	
1335277207423	529.5	-54.5	0	
1335277207441	529.5	-54.5	0	
1335277207459	529.5	-54.5	0	
1335277207469	529.5	-54.5	0	
1335277207484	529.5	-54.5	0	
1335277207506	529.5	-54.5	0	
1335277207517	529.5	-54.5	0	
1335277207539	529.5	-54.5	0	
