time,x,y,owner1335542536767,373,352.5,
1335542536780,373,352.5,
1335542536794,373,352.5,
1335542536810,373,352.5,
1335542536826,373,352.5,
1335542536842,373,352.5,
1335542536864,373,352.5,
1335542536874,373,352.5,
1335542536890,373,352.5,
1335542536906,373,352.5,
1335542536922,373,352.5,
1335542536938,373,352.5,
1335542536954,373,352.5,
1335542536970,373,352.5,
1335542536986,373,352.5,
1335542537002,373,352.5,
1335542537018,373,352.5,
1335542537034,373,352.5,
1335542537053,373,352.5,
1335542537066,373,352.5,
1335542537082,373,352.5,
1335542537103,373,352.5,
1335542537114,373,352.5,
1335542537130,373,352.5,
1335542537152,373,352.5,
1335542537162,373,352.5,
1335542537178,373,352.5,
1335542537194,373,352.5,
1335542537210,373,352.5,
1335542537226,373,352.5,
1335542537242,373,352.5,
1335542537258,373,352.5,
1335542537274,373,352.5,
1335542537290,373,352.5,
1335542537306,373,352.5,
1335542537322,373,352.5,
1335542537338,373,352.5,
1335542537354,373,352.5,
1335542537370,373,352.5,
1335542537386,373,352.5,
1335542537402,373,352.5,
1335542537418,373,352.5,
1335542537434,373,352.5,
1335542537450,373,352.5,
1335542537466,373,352.5,
1335542537482,373,352.5,
1335542537498,373,352.5,
1335542537514,373,352.5,
1335542537530,373,352.5,
1335542537546,373,352.5,
1335542537562,373,352.5,
1335542537578,373,352.5,
1335542537594,373,352.5,
1335542537613,373,352.5,
1335542537626,373,352.5,
1335542537642,373,352.5,
1335542537658,373,352.5,
1335542537674,373,352.5,
1335542537690,373,352.5,
1335542537710,373,352.5,
1335542537722,373,352.5,
1335542537738,373,352.5,
1335542537754,373,352.5,
1335542537770,373,352.5,
1335542537786,373,352.5,
1335542537805,373,352.5,
1335542537818,373,352.5,
1335542537834,373,352.5,
1335542537850,373,352.5,
1335542537866,373,352.5,
1335542537882,373,352.5,
1335542537898,373,352.5,
1335542537914,373,352.5,
1335542537930,373,352.5,
1335542537946,373,352.5,
1335542537962,373,352.5,
1335542537978,373,352.5,
1335542537994,373,352.5,
1335542538010,373,352.5,
1335542538026,373,352.5,
1335542538043,373,352.5,
1335542538058,373,352.5,
1335542538080,373,352.5,
1335542538090,373,352.5,
1335542538106,373,352.5,
1335542538122,373,352.5,
1335542538138,373,352.5,
1335542538154,373,352.5,
1335542538173,373,352.5,
1335542538186,373,352.5,
1335542538202,373,352.5,
1335542538218,373,352.5,
1335542538234,373,352.5,
1335542538250,373,352.5,
1335542538269,373,352.5,
1335542538282,373,352.5,
1335542538298,373,352.5,
1335542538314,373,352.5,
1335542538330,373,352.5,
1335542538346,373,352.5,
1335542538366,373,352.5,
1335542538378,373,352.5,
1335542538394,373,352.5,
1335542538410,373,352.5,
1335542538426,373,352.5,
1335542538442,373,352.5,
1335542538461,373,352.5,
1335542538474,373,352.5,
1335542538490,373,352.5,
1335542538506,373,352.5,
1335542538522,373,352.5,
1335542538538,373,352.5,
1335542538561,373,352.5,
1335542538570,373,352.5,
1335542538586,373,352.5,
1335542538602,373,352.5,
1335542538618,373,352.5,
1335542538634,373,352.5,
1335542538654,373,352.5,
1335542538666,373,352.5,
1335542538682,373,352.5,
1335542538698,373,352.5,
1335542538714,373,352.5,
1335542538730,373,352.5,
1335542538748,373,352.5,
1335542538762,373,352.5,
1335542538778,373,352.5,
1335542538794,373,352.5,
1335542538810,373,352.5,
1335542538826,373,352.5,
1335542538842,373,352.5,
1335542538858,373,352.5,
1335542538874,373,352.5,
1335542538890,373,352.5,
1335542538906,373,352.5,
1335542538922,373,352.5,
1335542538938,373,352.5,
1335542538954,373,352.5,
1335542538970,373,352.5,
1335542538986,373,352.5,
1335542539002,373,352.5,
1335542539018,373,352.5,
1335542539034,373,352.5,
1335542539050,373,352.5,
1335542539066,373,352.5,
1335542539082,373,352.5,
1335542539098,373,352.5,
1335542539114,373,352.5,
1335542539130,373,352.5,
1335542539146,373,352.5,
1335542539162,373,352.5,
1335542539178,373,352.5,
1335542539194,373,352.5,
1335542539210,373,352.5,
1335542539226,373,352.5,
1335542539242,373,352.5,
1335542539258,373,352.5,
1335542539274,373,352.5,
1335542539290,373,352.5,
1335542539306,373,352.5,
1335542539322,373,352.5,
1335542539338,373,352.5,
1335542539354,373,352.5,
1335542539370,373,352.5,
1335542539386,373,352.5,
1335542539402,373,352.5,
1335542539418,373,352.5,
1335542539434,373,352.5,
1335542539450,373,352.5,
1335542539466,373,352.5,
1335542539482,373,352.5,
1335542539498,373,352.5,
1335542539514,373,352.5,
1335542539530,373,352.5,
1335542539546,373,352.5,
1335542539562,373,352.5,
1335542539578,373,352.5,
1335542539594,373,352.5,
1335542539610,373,352.5,
1335542539626,373,352.5,
1335542539642,373,352.5,
1335542539658,373,352.5,
1335542539674,373,352.5,
1335542539690,373,352.5,
1335542539706,373,352.5,
1335542539722,373,352.5,
1335542539738,373,352.5,
1335542539754,373,352.5,
1335542539770,373,352.5,
1335542539786,373,352.5,
1335542539802,373,352.5,
1335542539818,373,352.5,
1335542539834,373,352.5,
1335542539850,373,352.5,
1335542539866,373,352.5,
1335542539882,373,352.5,
1335542539898,373,352.5,
1335542539914,373,352.5,
1335542539930,373,352.5,
1335542539946,373,352.5,
1335542539962,373,352.5,
1335542539978,373,352.5,
1335542539994,373,352.5,
1335542540010,373,352.5,
1335542540026,373,352.5,
1335542540042,373,352.5,
1335542540058,373,352.5,
1335542540074,373,352.5,
1335542540090,373,352.5,
1335542540106,373,352.5,
1335542540122,373,352.5,
1335542540138,373,352.5,
1335542540154,373,352.5,
1335542540170,373,352.5,
1335542540186,373,352.5,
1335542540202,373,352.5,
1335542540218,373,352.5,
1335542540234,373,352.5,
1335542540250,373,352.5,
1335542540266,373,352.5,
1335542540282,373,352.5,
1335542540298,373,352.5,
1335542540314,373,352.5,
1335542540330,373,352.5,
1335542540346,373,352.5,
1335542540362,373,352.5,
1335542540378,373,352.5,
1335542540394,373,352.5,
1335542540410,373,352.5,
1335542540426,373,352.5,
1335542540442,373,352.5,
1335542540458,373,352.5,
1335542540474,373,352.5,
1335542540490,373,352.5,
1335542540506,373,352.5,
1335542540522,373,352.5,
1335542540538,373,352.5,
1335542540554,373,352.5,
1335542540570,373,352.5,
1335542540587,373,352.5,
1335542540602,373,352.5,
1335542540618,373,352.5,
1335542540634,373,352.5,
1335542540650,373,352.5,
1335542540666,373,352.5,
1335542540682,373,352.5,
1335542540698,373,352.5,
1335542540714,373,352.5,
1335542540730,373,352.5,
1335542540746,373,352.5,
1335542540762,373,352.5,
1335542540778,373,352.5,
1335542540794,373,352.5,
1335542540810,373,352.5,
1335542540826,373,352.5,
1335542540842,373,352.5,
1335542540858,373,352.5,
1335542540874,373,352.5,
1335542540890,373,352.5,
1335542540906,373,352.5,
1335542540922,373,352.5,
1335542540938,373,352.5,
1335542540954,373,352.5,
1335542540970,373,352.5,
1335542540986,373,352.5,
1335542541002,373,352.5,
1335542541018,373,352.5,
1335542541034,373,352.5,
1335542541050,373,352.5,
1335542541066,373,352.5,
1335542541082,373,352.5,
1335542541098,373,352.5,
1335542541114,373,352.5,
1335542541130,373,352.5,
1335542541146,373,352.5,
1335542541162,373,352.5,
1335542541178,373,352.5,
1335542541194,373,352.5,
1335542541210,373,352.5,
1335542541226,373,352.5,
1335542541242,373,352.5,
1335542541258,373,352.5,
1335542541274,373,352.5,
1335542541290,373,352.5,
1335542541306,373,352.5,
1335542541322,373,352.5,
1335542541338,373,352.5,
1335542541354,373,352.5,
1335542541370,373,352.5,
1335542541386,373,352.5,
1335542541402,373,352.5,
1335542541418,373,352.5,
1335542541434,373,352.5,
1335542541450,373,352.5,
1335542541466,373,352.5,
1335542541482,373,352.5,
1335542541498,373,352.5,
1335542541514,373,352.5,
1335542541530,373,352.5,
1335542541546,373,352.5,
1335542541562,373,352.5,
1335542541578,373,352.5,
1335542541594,373,352.5,
1335542541611,373,352.5,
1335542541626,373,352.5,
1335542541642,373,352.5,
1335542541658,373,352.5,
1335542541674,373,352.5,
