1335277203989	863.5	-54.5	
1335277204005	863.5	-54.5	
1335277204020	863.5	-54.5	
1335277204036	863.5	-54.5	
1335277204052	863.5	-54.5	
1335277204067	863.5	-54.5	
1335277204085	863.5	-54.5	
1335277204100	863.5	-54.5	
1335277204116	863.5	-54.5	
1335277204132	863.5	-54.5	
1335277204147	863.5	-54.5	
1335277204162	863.5	-54.5	
1335277204177	863.5	-54.5	
1335277204195	863.5	-54.5	
1335277204207	863.5	-54.5	
1335277204228	863.5	-54.5	
1335277204242	863.5	-54.5	
1335277204256	863.5	-54.5	
1335277204272	863.5	-54.5	
1335277204288	863.5	-54.5	
1335277204306	863.5	-54.5	
1335277204324	863.5	-54.5	
1335277204333	863.5	-54.5	
1335277204353	863.5	-54.5	
1335277204363	863.5	-54.5	
1335277204385	863.5	-54.5	
1335277204396	863.5	-54.5	
1335277204418	863.5	-54.5	
1335277204430	863.5	-54.5	
1335277204442	863.5	-54.5	
1335277204468	863.5	-54.5	
1335277204481	863.5	-54.5	
1335277204494	863.5	-54.5	
1335277204508	863.5	-54.5	
1335277204522	863.5	-54.5	
1335277204537	863.5	-54.5	
1335277204552	863.5	-54.5	
1335277204567	863.5	-54.5	
1335277204583	863.5	-54.5	
1335277204613	863.5	-54.5	
1335277204629	863.5	-54.5	
1335277204644	863.5	-54.5	
1335277204660	863.5	-54.5	
1335277204676	863.5	-54.5	
1335277204691	863.5	-54.5	
1335277204709	863.5	-54.5	
1335277204724	863.5	-54.5	
1335277204740	863.5	-54.5	
1335277204756	863.5	-54.5	
1335277204771	863.5	-54.5	
1335277204786	863.5	-54.5	
1335277204801	863.5	-54.5	
1335277204819	863.5	-54.5	
1335277204831	863.5	-54.5	
1335277204852	863.5	-54.5	
1335277204866	863.5	-54.5	
1335277204880	863.5	-54.5	
1335277204896	863.5	-54.5	
1335277204912	863.5	-54.5	
1335277204930	863.5	-54.5	
1335277204948	863.5	-54.5	
1335277204957	863.5	-54.5	
1335277204973	655.5	-54.5	GRAVEDIGGER2
1335277204993	655.5	-54.5	GRAVEDIGGER2
1335277205004	655.5	-54.5	GRAVEDIGGER2
1335277205026	655.5	-54.5	GRAVEDIGGER2
1335277205037	655.5	-54.5	GRAVEDIGGER2
1335277205061	655.5	-54.5	GRAVEDIGGER2
1335277205073	655.5	-54.5	GRAVEDIGGER2
1335277205086	655.5	-54.5	GRAVEDIGGER2
1335277205099	655.5	-54.5	GRAVEDIGGER2
1335277205112	655.5	-54.5	GRAVEDIGGER2
1335277205140	655.5	-54.5	GRAVEDIGGER2
1335277205154	655.5	-54.5	GRAVEDIGGER2
1335277205169	655.5	-54.5	GRAVEDIGGER2
1335277205184	655.5	-54.5	GRAVEDIGGER2
1335277205199	655.5	-54.5	GRAVEDIGGER2
1335277205215	655.5	-54.5	GRAVEDIGGER2
1335277205237	655.5	-54.5	GRAVEDIGGER2
1335277205253	655.5	-54.5	GRAVEDIGGER2
1335277205268	655.5	-54.5	GRAVEDIGGER2
1335277205284	655.5	-54.5	GRAVEDIGGER2
1335277205300	655.5	-54.5	GRAVEDIGGER2
1335277205315	655.5	-54.5	GRAVEDIGGER2
1335277205333	655.5	-54.5	GRAVEDIGGER2
1335277205348	655.5	-54.5	GRAVEDIGGER2
1335277205364	655.5	-54.5	GRAVEDIGGER2
1335277205380	655.5	-54.5	GRAVEDIGGER2
1335277205395	655.5	-54.5	GRAVEDIGGER2
1335277205410	655.5	-54.5	GRAVEDIGGER2
1335277205425	655.5	-54.5	GRAVEDIGGER2
1335277205443	655.5	-54.5	GRAVEDIGGER2
1335277205455	655.5	-54.5	GRAVEDIGGER2
1335277205476	655.5	-54.5	GRAVEDIGGER2
1335277205490	655.5	-54.5	GRAVEDIGGER2
1335277205504	655.5	-54.5	GRAVEDIGGER2
1335277205520	655.5	-54.5	GRAVEDIGGER2
1335277205536	655.5	-54.5	GRAVEDIGGER2
1335277205554	655.5	-54.5	GRAVEDIGGER2
1335277205572	655.5	-54.5	GRAVEDIGGER2
1335277205581	655.5	-54.5	GRAVEDIGGER2
1335277205601	655.5	-54.5	GRAVEDIGGER2
1335277205611	655.5	-54.5	GRAVEDIGGER2
1335277205633	655.5	-54.5	GRAVEDIGGER2
1335277205644	655.5	-54.5	GRAVEDIGGER2
1335277205666	655.5	-54.5	GRAVEDIGGER2
1335277205678	655.5	-54.5	GRAVEDIGGER2
1335277205690	655.5	-54.5	GRAVEDIGGER2
1335277205716	655.5	-54.5	GRAVEDIGGER2
1335277205729	655.5	-54.5	GRAVEDIGGER2
1335277205742	655.5	-54.5	GRAVEDIGGER2
1335277205756	655.5	-54.5	GRAVEDIGGER2
1335277205770	655.5	-54.5	GRAVEDIGGER2
1335277205785	655.5	-54.5	GRAVEDIGGER2
1335277205800	655.5	-54.5	GRAVEDIGGER2
1335277205815	655.5	-54.5	GRAVEDIGGER2
1335277205831	655.5	-54.5	GRAVEDIGGER2
1335277205861	655.5	-54.5	GRAVEDIGGER2
1335277205877	655.5	-54.5	GRAVEDIGGER2
1335277205892	655.5	-54.5	GRAVEDIGGER2
1335277205908	655.5	-54.5	GRAVEDIGGER2
1335277205924	655.5	-54.5	GRAVEDIGGER2
1335277205939	655.5	-54.5	GRAVEDIGGER2
1335277205957	655.5	-54.5	GRAVEDIGGER2
1335277205972	655.5	-54.5	GRAVEDIGGER2
1335277205987	653.5203429183097	-54.4354621254202	GRAVEDIGGER2
1335277206003	653.5203429183097	-54.4354621254202	GRAVEDIGGER2
1335277206018	653.5203429183097	-54.4354621254202	GRAVEDIGGER2
1335277206033	653.5203429183097	-54.4354621254202	GRAVEDIGGER2
1335277206048	652.4855708022737	-54.367945717129864	GRAVEDIGGER2
1335277206066	652.4855708022737	-54.367945717129864	GRAVEDIGGER2
1335277206084	652.4855708022737	-54.367945717129864	GRAVEDIGGER2
1335277206098	652.4855708022737	-54.367945717129864	GRAVEDIGGER2
1335277206113	651.3991578644518	-54.26217516221306	GRAVEDIGGER2
1335277206127	651.3991578644518	-54.26217516221306	GRAVEDIGGER2
1335277206143	651.3991578644518	-54.26217516221306	GRAVEDIGGER2
1335277206159	651.3991578644518	-54.26217516221306	GRAVEDIGGER2
1335277206175	650.2646744069226	-54.11586145952602	GRAVEDIGGER2
1335277206193	650.2646744069226	-54.11586145952602	GRAVEDIGGER2
