1335277203989	656	0	
1335277204005	656	0	
1335277204020	656	0	
1335277204036	656	0	
1335277204052	656	0	
1335277204067	656	0	
1335277204085	656	0	
1335277204100	656	0	
1335277204116	656	0	
1335277204132	656	0	
1335277204147	656	0	
1335277204162	656	0	
1335277204177	656	0	
1335277204195	656	0	
1335277204207	656	0	
1335277204228	656	0	
1335277204242	656	0	
1335277204256	656	0	
1335277204272	656	0	
1335277204288	656	0	
1335277204306	656	0	
1335277204324	656	0	
1335277204333	656	0	
1335277204353	656	0	
1335277204363	656	0	
1335277204385	656	0	
1335277204396	656	0	
1335277204418	656	0	
1335277204430	656	0	
1335277204442	656	0	
1335277204468	656	0	
1335277204481	656	0	
1335277204494	656	0	
1335277204508	656	0	
1335277204522	656	0	
1335277204537	656	0	
1335277204552	656	0	
1335277204567	656	0	
1335277204583	656	0	
1335277204613	656	0	
1335277204629	656	0	
1335277204644	656	0	
1335277204660	656	0	
1335277204676	656	0	
1335277204691	656	0	
1335277204709	656	0	
1335277204724	656	0	
1335277204740	656	0	
1335277204756	656	0	
1335277204771	656	0	
1335277204786	656	0	
1335277204801	656	0	
1335277204819	656	0	
1335277204831	656	0	
1335277204852	656	0	
1335277204866	656	0	
1335277204880	656	0	
1335277204896	656	0	
1335277204912	656	0	
1335277204930	656	0	
1335277204948	656	0	
1335277204957	656	0	
1335277204973	656	0	
1335277204993	656	0	
1335277205004	656	0	
1335277205026	656	0	
1335277205037	656	0	
1335277205061	656	0	
1335277205073	656	0	
1335277205086	656	0	
1335277205099	656	0	
1335277205112	656	0	
1335277205140	656	0	
1335277205154	656	0	
1335277205169	656	0	
1335277205184	656	0	
1335277205199	656	0	
1335277205215	656	0	
1335277205237	656	0	
1335277205253	656	0	
1335277205268	656	0	
1335277205284	656	0	
1335277205300	656	0	
1335277205315	656	0	
1335277205333	656	0	
1335277205348	656	0	
1335277205364	656	0	
1335277205380	656	0	
1335277205395	656	0	
1335277205410	656	0	
1335277205425	656	0	
1335277205443	656	0	
1335277205455	656	0	
1335277205476	656	0	
1335277205490	656	0	
1335277205504	656	0	
1335277205520	656	0	
1335277205536	656	0	
1335277205554	656	0	
1335277205572	656	0	
1335277205581	656	0	
1335277205601	656	0	
1335277205611	656	0	
