1335277203989	370.5	352.5	
1335277204005	370.5	352.5	
1335277204020	370.5	352.5	
1335277204036	370.5	352.5	
1335277204052	370.5	352.5	
1335277204067	370.5	352.5	
1335277204085	370.5	352.5	
1335277204100	370.5	352.5	
1335277204116	370.5	352.5	
1335277204132	370.5	352.5	
1335277204147	370.5	352.5	
1335277204162	370.5	352.5	
1335277204177	370.5	352.5	
1335277204195	370.5	352.5	
1335277204207	370.5	352.5	
1335277204228	370.5	352.5	
1335277204242	370.5	352.5	
1335277204256	370.5	352.5	
1335277204272	370.5	352.5	
1335277204288	370.5	352.5	
1335277204306	370.5	352.5	
1335277204324	370.5	352.5	
1335277204333	370.5	352.5	
1335277204353	370.5	352.5	
1335277204363	370.5	352.5	
1335277204385	370.5	352.5	
1335277204396	370.5	352.5	
1335277204418	370.5	352.5	
1335277204430	370.5	352.5	
1335277204442	370.5	352.5	
1335277204468	370.5	352.5	
1335277204481	370.5	352.5	
1335277204494	370.5	352.5	
1335277204508	370.5	352.5	
1335277204522	370.5	352.5	
1335277204537	370.5	352.5	
1335277204552	370.5	352.5	
1335277204567	370.5	352.5	
1335277204583	370.5	352.5	
1335277204613	370.5	352.5	
1335277204629	370.5	352.5	
1335277204644	370.5	352.5	
1335277204660	370.5	352.5	
1335277204676	370.5	352.5	
1335277204691	370.5	352.5	
1335277204709	370.5	352.5	
1335277204724	370.5	352.5	
1335277204740	370.5	352.5	
1335277204756	370.5	352.5	
1335277204771	370.5	352.5	
1335277204786	370.5	352.5	
1335277204801	370.5	352.5	
1335277204819	370.5	352.5	
1335277204831	370.5	352.5	
1335277204852	370.5	352.5	
1335277204866	370.5	352.5	
1335277204880	370.5	352.5	
1335277204896	370.5	352.5	
1335277204912	370.5	352.5	
1335277204930	370.5	352.5	
1335277204948	370.5	352.5	
1335277204957	370.5	352.5	
1335277204973	370.5	352.5	
1335277204993	370.5	352.5	
1335277205004	370.5	352.5	
1335277205026	370.5	352.5	
1335277205037	370.5	352.5	
1335277205061	370.5	352.5	
1335277205073	370.5	352.5	
1335277205086	370.5	352.5	
1335277205099	370.5	352.5	
1335277205112	370.5	352.5	
1335277205140	370.5	352.5	
1335277205154	370.5	352.5	
1335277205169	370.5	352.5	
1335277205184	370.5	352.5	
1335277205199	370.5	352.5	
1335277205215	370.5	352.5	
1335277205237	370.5	352.5	
1335277205253	370.5	352.5	
1335277205268	370.5	352.5	
1335277205284	370.5	352.5	
1335277205300	370.5	352.5	
1335277205315	370.5	352.5	
1335277205333	370.5	352.5	
1335277205348	370.5	352.5	
1335277205364	370.5	352.5	
1335277205380	370.5	352.5	
1335277205395	370.5	352.5	
1335277205410	370.5	352.5	
1335277205425	370.5	352.5	
1335277205443	370.5	352.5	
1335277205455	370.5	352.5	
1335277205476	370.5	352.5	
1335277205490	370.5	352.5	
1335277205504	370.5	352.5	
1335277205520	370.5	352.5	
1335277205536	370.5	352.5	
1335277205554	370.5	352.5	
1335277205572	370.5	352.5	
1335277205581	370.5	352.5	
1335277205601	370.5	352.5	
1335277205611	370.5	352.5	
1335277205633	370.5	352.5	
1335277205644	370.5	352.5	
1335277205666	370.5	352.5	
1335277205678	370.5	352.5	
1335277205690	370.5	352.5	
1335277205716	370.5	352.5	
1335277205729	370.5	352.5	
1335277205742	370.5	352.5	
1335277205756	370.5	352.5	
1335277205770	370.5	352.5	
1335277205785	370.5	352.5	
1335277205800	370.5	352.5	
1335277205815	370.5	352.5	
1335277205831	370.5	352.5	
1335277205861	370.5	352.5	
1335277205877	370.5	352.5	
1335277205892	370.5	352.5	
1335277205908	370.5	352.5	
1335277205924	370.5	352.5	
1335277205939	370.5	352.5	
1335277205957	370.5	352.5	
1335277205972	370.5	352.5	
1335277205987	370.5	352.5	
1335277206003	370.5	352.5	
1335277206018	370.5	352.5	
1335277206033	370.5	352.5	
1335277206048	370.5	352.5	
1335277206066	370.5	352.5	
1335277206084	370.5	352.5	
1335277206098	370.5	352.5	
1335277206113	370.5	352.5	
1335277206127	370.5	352.5	
1335277206143	370.5	352.5	
1335277206159	370.5	352.5	
1335277206175	370.5	352.5	
1335277206193	370.5	352.5	
1335277206211	370.5	352.5	
1335277206221	370.5	352.5	
1335277206236	370.5	352.5	
1335277206258	370.5	352.5	
1335277206269	370.5	352.5	
1335277206291	370.5	352.5	
1335277206300	370.5	352.5	
1335277206315	370.5	352.5	
1335277206341	370.5	352.5	
1335277206354	370.5	352.5	
1335277206360	370.5	352.5	
1335277206388	370.5	352.5	
1335277206402	370.5	352.5	
1335277206417	370.5	352.5	
1335277206423	370.5	352.5	
1335277206438	370.5	352.5	
1335277206454	370.5	352.5	
1335277206485	370.5	352.5	
1335277206501	370.5	352.5	
1335277206516	370.5	352.5	
1335277206532	370.5	352.5	
1335277206548	370.5	352.5	
1335277206563	370.5	352.5	
1335277206581	370.5	352.5	
1335277206596	370.5	352.5	
1335277206611	370.5	352.5	
1335277206627	370.5	352.5	
1335277206642	370.5	352.5	
1335277206657	370.5	352.5	
1335277206672	370.5	352.5	
1335277206690	370.5	352.5	
