time,x,y,owner1347041182306,635.5,-54.5,
1347041182342,602.5,-54.5,GRAVEDIGGER1
1347041182342,602.5,-54.5,GRAVEDIGGER1
1347041182357,602.5,-54.5,GRAVEDIGGER1
1347041182373,602.5,-54.5,GRAVEDIGGER1
1347041182389,602.5,-54.5,GRAVEDIGGER1
1347041182405,602.5,-54.5,GRAVEDIGGER1
1347041182421,602.5,-54.5,GRAVEDIGGER1
1347041182437,602.5,-54.5,GRAVEDIGGER1
1347041182453,602.5,-54.5,GRAVEDIGGER1
1347041182469,602.5,-54.5,GRAVEDIGGER1
1347041182485,602.5,-54.5,GRAVEDIGGER1
1347041182501,602.5,-54.5,GRAVEDIGGER1
1347041182517,602.5,-54.5,GRAVEDIGGER1
1347041182533,602.5,-54.5,GRAVEDIGGER1
1347041182549,602.5,-54.5,GRAVEDIGGER1
1347041182565,602.5,-54.5,GRAVEDIGGER1
1347041182581,602.5,-54.5,GRAVEDIGGER1
1347041182597,602.5,-54.5,GRAVEDIGGER1
1347041182619,602.5,-54.5,GRAVEDIGGER1
1347041182629,602.5,-54.5,GRAVEDIGGER1
1347041182645,602.5,-54.5,GRAVEDIGGER1
1347041182661,602.5,-54.5,GRAVEDIGGER1
1347041182677,602.5,-54.5,GRAVEDIGGER1
1347041182693,602.5,-54.5,GRAVEDIGGER1
1347041182709,602.5,-54.5,GRAVEDIGGER1
1347041182725,602.5,-54.5,GRAVEDIGGER1
1347041182741,602.5,-54.5,GRAVEDIGGER1
1347041182757,602.5,-54.5,GRAVEDIGGER1
1347041182773,602.5,-54.5,GRAVEDIGGER1
1347041182789,602.5,-54.5,GRAVEDIGGER1
1347041182805,602.5,-54.5,GRAVEDIGGER1
1347041182821,602.5,-54.5,GRAVEDIGGER1
1347041182843,602.5,-54.5,GRAVEDIGGER1
1347041182853,602.5,-54.5,GRAVEDIGGER1
1347041182869,602.5,-54.5,GRAVEDIGGER1
1347041182885,602.5,-54.5,GRAVEDIGGER1
1347041182901,602.5,-54.5,GRAVEDIGGER1
1347041182917,602.5,-54.5,GRAVEDIGGER1
1347041182933,602.5,-54.5,GRAVEDIGGER1
1347041182949,602.5,-54.5,GRAVEDIGGER1
1347041182965,602.5,-54.5,GRAVEDIGGER1
1347041182981,602.5,-54.5,GRAVEDIGGER1
1347041182997,602.5,-54.5,GRAVEDIGGER1
1347041183013,602.5,-54.5,GRAVEDIGGER1
1347041183029,602.5,-54.5,GRAVEDIGGER1
1347041183045,602.5,-54.5,GRAVEDIGGER1
1347041183061,602.5,-54.5,GRAVEDIGGER1
1347041183077,602.5,-54.5,GRAVEDIGGER1
1347041183093,602.5,-54.5,GRAVEDIGGER1
1347041183109,602.5,-54.5,GRAVEDIGGER1
1347041183125,602.0665720419362,-52.54752971721242,GRAVEDIGGER1
1347041183142,602.0665720419362,-52.54752971721242,GRAVEDIGGER1
1347041183157,602.0665720419362,-52.54752971721242,GRAVEDIGGER1
1347041183174,601.6331440838724,-50.59505943442484,GRAVEDIGGER1
1347041183190,601.6331440838724,-50.59505943442484,GRAVEDIGGER1
1347041183205,601.6331440838724,-50.59505943442484,GRAVEDIGGER1
1347041183221,601.1997161258085,-48.64258915163726,GRAVEDIGGER1
1347041183237,601.1997161258085,-48.64258915163726,GRAVEDIGGER1
1347041183253,601.1997161258085,-48.64258915163726,GRAVEDIGGER1
1347041183269,600.7662881677447,-46.69011886884968,GRAVEDIGGER1
1347041183285,600.7662881677447,-46.69011886884968,GRAVEDIGGER1
1347041183301,600.7662881677447,-46.69011886884968,GRAVEDIGGER1
1347041183317,600.3328602096809,-44.7376485860621,GRAVEDIGGER1
1347041183333,600.3328602096809,-44.7376485860621,GRAVEDIGGER1
1347041183349,600.3328602096809,-44.7376485860621,GRAVEDIGGER1
1347041183365,600.3328602096809,-44.7376485860621,GRAVEDIGGER1
1347041183381,599.8994322516171,-42.78517830327452,GRAVEDIGGER1
